,AGREEMENT_RK,TARGET,AGE,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,GENDER,CHILD_TOTAL,DEPENDANTS,PERSONAL_INCOME,LOAN_NUM_TOTAL,LOAN_NUM_CLOSED
1369,62939802,1,46,1,0,1,2,2,16000.0,1,0
1370,61845856,0,44,1,0,0,0,0,26000.0,1,0
1371,65249238,0,56,1,1,0,1,0,15000.0,1,1
1372,62435314,0,53,1,0,1,0,0,20000.0,1,1
1373,64908238,0,42,1,0,0,1,0,14000.0,1,0
1374,65226591,0,28,1,0,1,0,0,14000.0,1,0
1375,66856201,0,42,1,0,0,2,2,15000.0,3,3
1376,67277770,0,50,1,0,1,0,0,10000.0,1,0
1377,65203459,0,29,1,0,0,0,0,15000.0,1,0
1378,62946106,0,44,1,0,1,1,1,20000.0,1,1
1379,74033324,0,25,1,0,1,1,1,12000.0,2,1
1380,74188593,0,53,1,0,1,3,0,7000.0,3,3
1381,74185348,1,56,1,0,1,1,0,7000.0,1,1
1382,66405957,0,22,1,0,1,0,0,15000.0,1,1
1383,62490841,0,22,1,0,0,0,0,29000.0,1,1
1384,64280872,0,38,1,0,0,1,0,20000.0,1,1
1385,61454817,1,25,1,0,0,0,0,20000.0,2,1
1386,66083027,1,25,1,0,1,0,0,15000.0,1,1
1387,62127708,0,38,1,0,1,2,2,10000.0,1,0
1388,66838498,0,58,1,0,0,2,0,6000.0,2,2
1389,65206840,0,23,1,0,0,0,0,14000.0,1,0
1390,74191605,0,57,0,1,1,4,0,4700.0,1,1
1391,63991221,0,52,1,0,1,0,0,15000.0,1,0
1392,61252461,0,32,1,0,0,1,1,14000.0,1,0
1393,64848336,0,37,1,0,0,2,0,18000.0,1,0
1394,73821864,0,43,1,0,1,1,1,12000.0,3,2
1395,64342345,0,28,1,0,1,0,0,9000.0,1,0
1396,61517598,0,65,1,1,1,3,0,15000.0,1,0
1397,61451958,0,41,1,0,1,1,1,10000.0,2,2
1398,63002008,0,47,1,0,0,1,0,18700.0,1,0
1399,61053507,0,38,1,0,1,1,1,20000.0,1,1
1400,65407934,0,24,1,0,1,0,0,10000.0,1,1
1401,65417028,0,23,1,0,1,1,1,15000.0,1,1
1402,62371365,0,41,1,0,0,1,1,25000.0,1,0
1403,61112114,0,45,1,0,0,2,1,15000.0,1,1
1404,62432777,0,47,0,1,1,0,0,8000.0,1,0
1405,59975641,0,33,1,0,1,1,1,7500.0,1,0
1406,66902515,0,35,1,0,1,4,4,12000.0,1,0
1407,73818706,0,28,1,0,0,1,1,15000.0,1,0
1408,74658566,0,24,1,0,1,0,0,12000.0,2,2
1409,65421222,0,24,1,0,1,1,1,6500.0,1,1
1410,72300182,0,23,1,0,1,1,1,10000.0,1,0
1411,66536210,0,58,1,0,1,2,0,30000.0,2,2
1412,60060877,0,46,1,0,1,1,1,9000.0,1,1
1413,62480671,0,56,0,1,1,3,0,6000.0,1,1
1414,66911593,0,30,1,0,1,1,1,20000.0,2,1
1415,74535813,0,43,1,0,1,2,2,10300.0,2,1
1416,75000210,0,52,1,0,1,3,0,18000.0,1,0
1417,64895431,0,27,1,0,1,0,0,5000.0,1,0
1418,66524694,0,62,1,1,1,2,0,16000.0,3,3
1419,62774586,0,45,1,0,1,1,0,20000.0,1,0
1420,64893740,0,49,1,0,0,2,0,7200.0,1,0
1421,66078003,0,23,1,0,1,0,0,10000.0,1,1
1422,66200802,0,22,1,0,1,0,0,7100.0,1,0
1423,64280086,0,32,1,0,1,0,0,10000.0,1,0
1424,66325270,0,26,1,0,1,1,1,9500.0,2,2
1425,66848020,0,37,1,0,1,2,2,7500.0,4,3
1426,60461722,0,62,0,1,1,0,0,8000.0,1,0
1427,62022736,0,27,1,0,0,1,1,25000.0,1,0
1428,62483081,0,55,1,0,1,1,0,15000.0,1,1
1429,72268104,0,60,0,1,1,0,0,10000.0,1,1
1430,66431938,0,29,1,0,1,1,1,11000.0,3,3
1431,65499764,0,25,1,0,1,0,0,14000.0,1,1
1432,74941761,0,54,1,0,0,2,0,25000.0,1,1
1433,66583592,0,23,1,0,1,0,0,11000.0,2,2
1434,59919794,0,47,1,0,0,2,1,18000.0,2,2
1435,62387117,0,26,1,0,0,1,1,10000.0,1,0
1436,62778813,0,24,1,0,1,0,0,7000.0,1,0
1437,67329786,0,28,1,0,1,1,1,15000.0,2,1
1438,60110588,0,38,1,0,1,2,0,13000.0,1,1
1439,66763141,0,50,1,0,1,1,1,14000.0,2,2
1440,63907516,1,29,1,0,1,1,1,20000.0,1,0
1441,74038489,0,22,1,0,1,0,0,7000.0,1,0
1442,66333423,0,60,0,1,1,2,0,4500.0,2,2
1443,74961969,0,37,1,0,0,1,2,45000.0,2,2
1444,62387316,0,38,1,0,1,1,1,8000.0,1,0
1445,75015765,0,37,1,0,0,1,2,28000.0,3,3
1446,62606484,0,62,1,1,1,0,0,18000.0,2,1
1447,67431493,0,36,1,0,1,2,2,8000.0,1,0
1448,67431493,0,36,1,0,1,2,2,8000.0,1,0
1449,74958953,0,48,1,0,1,1,0,20000.0,1,1
1450,67014646,0,37,1,0,1,2,2,10500.0,3,2
1451,64823205,0,47,1,0,1,0,0,12000.0,1,0
1452,74167296,0,42,0,1,1,0,0,4500.0,2,2
1453,60530646,0,51,1,0,1,1,1,10000.0,1,1
1454,61833435,0,42,1,0,0,2,2,17000.0,1,0
1455,74999771,0,64,0,1,0,2,0,16000.0,1,1
1456,64583954,0,30,1,0,1,1,1,20000.0,1,1
1457,66908463,0,27,1,0,1,1,1,14000.0,1,0
1458,64372400,1,41,1,0,1,0,0,12000.0,1,0
1459,62488122,0,30,1,0,1,1,1,8000.0,1,1
1460,66846129,0,34,1,0,0,1,1,15000.0,2,2
1461,66962111,0,35,1,0,0,2,2,23000.0,2,0
1462,62431244,0,53,1,0,1,0,0,10000.0,1,0
1463,74994421,0,23,1,0,0,1,1,12000.0,2,1
1464,74994421,0,23,1,0,0,1,1,12000.0,2,1
1465,61462902,0,38,1,0,1,3,2,9000.0,3,0
1466,74842460,0,47,1,0,0,0,0,20000.0,1,0
1467,61238221,0,44,1,0,1,0,0,5000.0,1,0
1468,63990181,0,27,1,0,1,0,0,5000.0,1,1
1469,60455295,0,33,1,0,0,2,2,30000.0,1,1
1470,74959193,0,48,1,0,0,0,0,15000.0,2,2
1471,74959193,0,48,1,0,0,0,0,15000.0,2,2
1472,64002004,0,30,1,0,0,2,2,15000.0,1,0
1473,67539072,0,24,1,0,1,1,1,17000.0,1,0
1474,67539072,0,24,1,0,1,1,1,17000.0,1,0
1475,74039049,1,24,1,0,1,2,2,4000.0,1,0
1476,74039049,1,24,1,0,1,2,2,4000.0,1,0
1477,61082637,0,27,1,0,1,0,0,15000.0,1,1
1478,67319986,0,47,1,0,1,1,0,10000.0,2,1
1479,62259261,0,55,1,0,1,2,0,5000.0,1,0
1480,67025736,0,23,1,0,1,0,0,10000.0,1,1
1481,61257075,0,43,1,0,1,2,2,12000.0,1,0
1482,74832027,0,38,1,0,0,2,0,30000.0,1,0
1483,61839665,0,58,1,0,0,0,0,15000.0,1,0
1484,61243333,0,31,1,0,1,1,1,8000.0,1,0
1485,61915043,0,27,1,0,1,1,1,11000.0,1,1
1486,74480508,0,57,0,1,1,0,0,7000.0,3,3
1487,67080092,0,37,1,0,1,1,1,25000.0,4,4
1488,62808403,0,39,1,0,1,2,0,9000.0,1,0
1489,61303391,0,65,0,1,1,0,0,7000.0,1,0
1490,63910128,1,23,1,0,0,2,2,15000.0,1,0
1491,66923403,0,26,1,0,1,2,2,12000.0,2,1
1492,75036304,0,45,1,0,1,0,0,12000.0,3,2
1493,63586019,0,49,1,0,1,3,3,12000.0,1,0
1494,62427689,0,64,0,1,1,2,0,5100.0,1,0
1495,62242342,0,56,1,0,1,0,0,15000.0,2,0
1496,74478533,0,33,1,0,0,1,1,10000.0,2,2
1497,74028224,0,59,0,1,1,0,0,6000.0,1,0
1498,62987880,0,56,1,1,1,0,0,12000.0,1,0
1499,59915275,0,38,1,0,0,0,0,23000.0,2,2
1500,61371650,0,45,1,0,1,2,2,7000.0,1,0
1501,61371650,0,45,1,0,1,2,2,7000.0,1,0
1502,64334556,0,47,1,0,1,2,1,15000.0,1,0
1503,64561140,1,29,1,0,1,1,1,13000.0,1,0
1504,74820333,1,40,1,0,1,1,1,50000.0,1,1
1505,66855586,0,34,1,0,1,0,0,5500.0,3,2
1506,75075261,1,51,1,0,1,2,1,20000.0,1,0
1507,62373503,0,34,1,0,0,1,1,7000.0,1,0
1508,59929846,0,29,1,0,0,1,1,25000.0,1,1
1509,65218243,0,23,1,0,0,1,1,15000.0,1,0
1510,64897542,0,55,0,1,1,1,0,8000.0,1,0
1511,60454163,0,52,1,0,1,3,0,13000.0,1,0
1512,74818301,1,48,1,0,1,2,2,16000.0,1,1
1513,62592891,0,25,1,0,0,0,0,18000.0,1,1
1514,62236940,0,61,0,1,0,2,0,5900.0,1,0
1515,66665887,0,37,1,0,1,3,2,9000.0,6,6
1516,61123199,0,27,1,0,1,1,1,30000.0,1,1
1517,59922128,0,51,1,0,0,1,0,8000.0,1,1
1518,74466113,1,41,1,0,1,1,0,15000.0,1,0
1519,74489394,0,33,1,0,0,1,1,12000.0,5,4
1520,62486591,1,24,1,0,0,0,0,15000.0,1,1
1521,62488246,0,42,1,0,1,4,2,9500.0,1,1
1522,60098292,0,24,1,0,0,2,3,15000.0,1,0
1523,61149428,1,49,1,0,1,1,1,10000.0,1,1
1524,61842527,0,43,1,0,0,2,1,20000.0,1,1
1525,74819581,0,44,1,0,0,0,1,13000.0,1,0
1526,67150897,0,35,1,0,0,1,1,35000.0,2,2
1527,63896207,0,31,1,0,1,1,1,35000.0,1,0
1528,62024113,0,33,1,0,0,1,1,7000.0,1,0
1529,62939592,0,40,1,0,0,1,1,9000.0,1,0
1530,72292468,0,54,1,0,1,4,1,6000.0,1,0
1531,62484669,0,63,0,1,1,0,0,5000.0,1,1
1532,73846743,0,29,1,0,0,0,0,13500.0,1,0
1533,63623627,0,41,1,0,1,2,2,8000.0,1,1
1534,75013977,0,35,1,0,1,1,1,30000.0,2,2
1535,65204915,1,49,1,0,0,1,1,15000.0,1,0
1536,74995375,0,31,1,0,0,1,1,23000.0,2,2
1537,75074443,0,27,1,0,1,1,1,15000.0,1,0
1538,64344597,0,34,1,0,1,1,1,15000.0,1,1
1539,62077609,0,58,1,0,0,0,0,18000.0,1,0
1540,64454610,0,44,1,0,0,1,1,9500.0,1,0
1541,61447866,0,36,1,0,0,1,1,12600.0,3,2
1542,67321427,0,56,1,1,1,2,0,9000.0,2,1
1543,73838854,0,35,1,0,1,1,1,8000.0,2,1
1544,74465757,0,37,1,0,1,1,1,15000.0,2,1
1545,65286581,0,50,1,0,1,0,0,18000.0,1,0
1546,74483248,0,41,1,0,1,1,1,13500.0,3,2
1547,62176681,0,30,1,0,0,3,3,18000.0,1,0
1548,75027675,0,31,1,0,0,0,0,20000.0,1,1
1549,60056885,0,32,1,0,1,1,1,11000.0,1,0
1550,67424673,1,40,1,0,1,1,1,13000.0,1,0
1551,63988372,0,27,1,0,1,0,0,25000.0,2,1
1552,74961049,0,37,1,0,1,1,1,20000.0,3,3
1553,63585339,0,43,1,0,1,0,0,6000.0,1,0
1554,61367686,0,37,1,0,0,2,1,15000.0,1,0
1555,60383011,0,26,1,0,1,0,0,10000.0,1,0
1556,67233128,1,44,1,0,1,2,2,10000.0,1,0
1557,67149101,0,50,1,0,1,0,0,15000.0,2,2
1558,74033231,0,51,1,0,1,0,0,6000.0,1,0
1559,67446186,0,32,1,0,1,1,1,25000.0,1,0
1560,61446644,0,57,0,1,1,2,0,4000.0,2,2
1561,62985608,0,44,1,0,0,5,2,9000.0,1,0
1562,62499779,0,38,1,0,1,2,2,9000.0,2,1
1563,74021439,0,50,1,0,1,0,0,4000.0,1,0
1564,60104564,0,42,1,0,1,2,1,8000.0,1,0
1565,66752489,0,33,1,0,0,1,1,19000.0,3,2
1566,65211520,0,31,1,0,1,1,0,12000.0,1,0
1567,64376695,0,25,1,0,0,1,1,8000.0,1,0
1568,72274093,0,48,1,1,1,1,0,20000.0,2,1
1569,61970017,0,30,1,0,0,2,2,14000.0,1,0
1570,66715573,0,32,1,0,1,2,2,5000.0,2,2
1571,64338488,0,38,1,0,0,2,2,40000.0,1,1
1572,64894915,0,31,1,0,1,2,2,5500.0,1,0
1573,62988956,0,60,0,1,1,0,1,8000.0,1,0
1574,74034480,1,49,1,0,1,0,0,4500.0,1,0
1575,74034480,1,49,1,0,1,0,0,4500.0,1,0
1576,60531745,0,60,0,1,1,0,0,5000.0,1,1
1577,60447502,0,55,1,0,1,1,0,5000.0,1,0
1578,61072083,0,40,1,0,1,1,0,9000.0,1,1
1579,67545801,0,33,1,0,0,1,1,7000.0,1,0
1580,64556454,0,36,1,0,0,3,3,15000.0,1,1
1581,61106617,0,27,1,0,0,0,0,17000.0,1,1
1582,74824957,0,50,1,0,1,2,0,14000.0,1,1
1583,62946965,0,35,1,0,1,1,1,5500.0,1,0
1584,72298809,0,49,1,0,1,2,0,13000.0,1,0
1585,74477981,0,52,1,0,1,2,1,15000.0,2,1
1586,65387556,0,48,1,0,0,1,0,9000.0,1,1
1587,66662143,0,44,1,0,0,2,2,15000.0,3,3
1588,65496824,0,25,1,0,1,1,1,7000.0,1,1
1589,65496824,0,25,1,0,1,1,1,7000.0,1,1
1590,62437105,0,40,1,0,0,1,1,16000.0,1,0
1591,62604005,0,44,1,0,1,2,0,15000.0,1,0
1592,61957033,0,40,1,0,1,2,0,5600.0,1,0
1593,74039832,0,63,0,1,1,2,0,5000.0,1,0
1594,63985912,1,24,1,0,1,1,1,25000.0,1,0
1595,74645580,0,28,1,0,1,1,1,8500.0,3,2
1596,67070340,0,42,1,0,0,2,1,25000.0,2,2
1597,60400333,1,53,1,0,1,2,0,30000.0,1,0
1598,61962213,0,52,1,0,1,1,0,13000.0,1,0
1599,59939381,0,53,0,1,1,3,0,5000.0,1,1
1600,61445636,0,25,1,0,0,0,0,16000.0,1,0
1601,62935978,0,36,1,0,0,2,2,40000.0,1,1
1602,61371938,0,30,1,0,0,0,0,25000.0,1,1
1603,75216682,0,31,1,0,0,1,1,25000.0,3,2
1604,63315064,0,56,0,1,1,2,0,7500.0,1,0
1605,74031709,0,36,1,0,1,2,2,4500.0,1,1
1606,66705727,0,25,1,0,1,0,0,15000.0,1,1
1607,74168693,0,38,1,0,1,2,2,4300.0,1,1
1608,62093140,0,28,1,0,1,0,0,21000.0,1,0
1609,61305566,0,41,1,0,1,1,1,21000.0,1,0
1610,73850587,0,39,1,0,1,1,1,15000.0,1,0
1611,64003201,0,38,0,1,1,2,2,8000.0,1,1
1612,65250690,0,41,1,0,0,2,2,15000.0,1,1
1613,74028707,0,46,1,0,1,2,0,7000.0,1,1
1614,66886901,0,40,1,0,0,2,2,12000.0,1,0
1615,62376987,0,56,0,1,1,2,0,4300.0,1,0
1616,74466434,0,26,1,0,1,1,1,15000.0,2,1
1617,73826946,0,30,1,0,1,2,2,11000.0,1,0
1618,67424625,0,43,1,0,1,0,0,10000.0,2,1
1619,63905672,0,51,1,0,1,3,0,20000.0,1,0
1620,63599992,0,53,1,0,0,4,1,10000.0,1,0
1621,60087666,0,56,0,1,1,1,1,5000.0,1,0
1622,63902387,0,46,1,0,1,0,0,5000.0,1,0
1623,67084702,0,32,1,0,0,1,1,19500.0,4,4
1624,66409624,0,43,1,0,1,2,1,12000.0,3,3
1625,66409624,0,43,1,0,1,2,1,12000.0,3,3
1626,67072807,0,34,1,0,0,2,2,25000.0,2,2
1627,60053317,0,35,1,0,1,1,1,30000.0,2,1
1628,62777473,1,50,1,0,0,2,0,6500.0,1,0
1629,62495073,0,46,1,0,1,0,0,10000.0,1,1
1630,61310264,0,45,1,0,1,1,1,25000.0,1,0
1631,61022855,0,56,1,0,1,1,0,6000.0,1,1
1632,66928278,0,27,1,0,0,1,1,16000.0,2,2
1633,61105334,1,22,1,0,1,0,0,7000.0,1,0
1634,67214931,0,24,1,0,1,1,1,8000.0,2,1
1635,67214931,0,24,1,0,1,1,1,8000.0,2,1
1636,67427456,0,59,0,1,1,0,0,10600.0,1,0
1637,66771654,0,38,1,0,1,3,3,8350.0,2,2
1638,61464427,0,34,1,0,1,1,1,28000.0,2,2
1639,62792833,1,31,1,0,0,2,0,14800.0,1,0
1640,66531890,0,27,1,0,0,0,0,13500.0,4,4
1641,62487175,0,48,1,0,1,1,0,10000.0,1,1
1642,61840730,0,32,1,0,0,0,0,25000.0,1,1
1643,67174899,0,28,1,0,0,0,0,15000.0,2,2
1644,75032887,0,28,1,0,1,1,1,18000.0,1,1
1645,61367966,0,22,1,0,1,0,0,6500.0,1,0
1646,61163995,0,59,0,1,1,0,0,8200.0,1,0
1647,67535846,0,39,1,0,1,0,0,10000.0,1,0
1648,74664348,0,23,1,0,0,1,1,13000.0,1,1
1649,66852723,0,32,1,0,1,1,1,4500.0,2,1
1650,64907435,0,27,1,0,0,0,0,9000.0,1,0
1651,59961674,0,53,1,0,0,0,0,15000.0,1,1
1652,67157813,0,35,1,0,1,2,2,11000.0,3,3
1653,61074448,0,25,1,0,0,1,1,28000.0,1,1
1654,63089278,0,56,1,0,0,1,0,30000.0,1,0
1655,66898522,0,57,1,0,0,2,0,10000.0,3,3
1656,61101915,0,25,1,0,0,1,1,10000.0,1,1
1657,64335122,0,40,1,0,1,1,1,35000.0,1,0
1658,74032939,0,28,1,0,1,1,1,5000.0,2,2
1659,61055547,0,36,1,0,1,1,1,8000.0,1,1
1660,67147341,0,34,1,0,1,2,2,9000.0,1,1
1661,61309788,0,63,0,1,0,1,0,3700.0,1,0
1662,66325303,0,28,1,0,0,2,2,17000.0,3,3
1663,67412331,0,23,1,0,0,0,0,30000.0,1,1
1664,63907480,0,54,1,0,0,3,0,19500.0,1,0
1665,61966750,1,54,1,0,1,2,0,35000.0,1,1
1666,74023158,0,46,1,0,1,2,1,6000.0,1,0
1667,62017527,0,35,1,0,1,0,0,15000.0,1,0
1668,61069838,0,37,1,0,0,0,0,30000.0,1,1
1669,65240193,0,50,1,0,1,2,0,8000.0,1,1
1670,65501983,0,26,1,0,1,1,1,13000.0,1,1
1671,74166587,0,48,1,0,1,2,0,5000.0,2,2
1672,72274676,0,65,0,1,1,0,0,6000.0,1,0
1673,62610080,0,42,1,0,1,1,1,10000.0,1,0
1674,63907043,0,23,1,0,0,0,0,20000.0,1,0
1675,62440198,0,42,1,0,0,0,0,12000.0,1,0
1676,67012719,1,33,1,0,1,1,0,8000.0,1,1
1677,62601367,0,58,0,1,1,3,1,4000.0,1,0
1678,66920121,0,27,1,0,1,1,1,20000.0,1,0
1679,62093170,0,36,1,0,1,1,1,15000.0,1,0
1680,63626201,0,40,1,0,0,3,3,13000.0,1,1
1681,59932632,0,62,1,1,1,0,0,15000.0,2,2
1682,62386690,0,29,1,0,1,2,2,10000.0,1,0
1683,66774917,1,24,1,0,1,0,0,7000.0,1,1
1684,67425937,0,45,1,0,1,2,1,10000.0,3,1
1685,59975912,0,25,1,0,0,0,0,21000.0,1,0
1686,73845508,0,55,1,0,1,0,0,15000.0,1,0
1687,63592633,0,36,1,0,1,2,2,7000.0,1,0
1688,61130225,0,60,0,1,0,1,0,6000.0,1,1
1689,67529252,0,28,1,0,1,0,0,15000.0,1,0
1690,67411271,0,65,0,1,1,2,0,8000.0,1,0
1691,64564985,0,38,1,0,0,2,2,10000.0,1,1
1692,74661910,1,51,1,0,1,3,0,10000.0,1,1
1693,61924692,1,24,1,0,0,2,3,7000.0,2,1
1694,62502495,0,33,1,0,0,1,1,40000.0,1,1
1695,65202335,0,52,1,0,1,2,0,9000.0,1,0
1696,60096454,0,54,1,0,1,2,0,6200.0,1,0
1697,60377639,0,42,1,0,0,2,2,4500.0,1,0
1698,67547912,1,44,1,0,1,2,0,12000.0,1,0
1699,62239875,0,22,1,0,0,1,1,20000.0,2,1
1700,62945925,0,29,1,0,1,0,0,20000.0,2,2
1701,61150831,0,36,1,0,0,1,1,30000.0,1,1
1702,66197372,1,23,1,0,1,1,1,4500.0,1,0
1703,60086281,0,40,1,0,1,1,1,15000.0,1,1
1704,64375352,0,39,1,0,0,1,1,25000.0,1,0
1705,60091842,0,33,1,0,0,1,1,15000.0,1,0
1706,60046341,0,45,1,0,0,1,1,4500.0,1,0
1707,61105964,1,30,1,0,0,2,0,35000.0,1,0
1708,62390370,0,31,1,0,1,1,1,25000.0,1,0
1709,75020842,1,48,1,0,1,1,1,24000.0,1,1
1710,74028160,0,22,1,0,1,1,1,4300.0,1,0
1711,61168286,0,63,1,1,0,0,0,12000.0,1,0
1712,60044649,0,64,0,1,1,0,0,5500.0,1,0
1713,74960003,0,25,1,0,0,2,0,16000.0,2,2
1714,72299368,0,27,1,0,1,2,2,8000.0,1,0
1715,62490945,0,45,1,0,0,0,0,35000.0,1,1
1716,61128748,0,34,1,0,1,0,0,15000.0,1,1
1717,62364282,1,37,1,0,1,2,0,10000.0,1,0
1718,75287450,0,58,0,1,0,2,0,15500.0,1,0
1719,66904019,1,23,1,0,0,0,0,25000.0,2,1
1720,67160955,0,61,0,1,1,1,0,7500.0,1,1
1721,62507042,0,33,1,0,1,2,2,10000.0,1,1
1722,65422189,0,25,1,0,1,0,0,10000.0,1,1
1723,62024123,0,47,1,0,1,2,0,9000.0,1,0
1724,62024123,0,47,1,0,1,2,0,9000.0,1,0
1725,73829037,0,47,1,0,0,0,0,10000.0,1,0
1726,61969845,0,27,1,0,1,1,1,5000.0,1,0
1727,73827857,0,46,1,0,1,0,0,10000.0,1,0
1728,66743229,0,25,1,0,1,1,1,11000.0,1,1
1729,61353415,1,42,1,0,1,1,1,5000.0,1,0
1730,61384171,0,29,1,0,1,2,2,11000.0,1,0
1731,60388263,0,43,1,0,1,2,1,15000.0,1,0
1732,62443292,0,58,1,0,0,2,0,15600.0,1,0
1733,62443292,0,58,1,0,0,2,0,15600.0,1,0
1734,62089705,0,48,1,0,1,0,0,5700.0,1,0
1735,63087001,0,31,1,0,1,1,1,10000.0,1,1
1736,64884945,0,44,1,0,1,2,1,10000.0,1,0
1737,72277549,0,57,1,1,1,0,0,12000.0,1,0
1738,62037186,0,47,1,0,1,1,1,35000.0,1,0
1739,74551094,0,40,1,0,1,2,2,5000.0,3,3
1740,61107215,0,41,1,0,1,0,0,14000.0,1,1
1741,73842162,0,59,1,0,0,3,1,8000.0,1,0
1742,62610382,0,34,1,0,1,1,1,6000.0,1,0
1743,73825102,0,53,1,0,0,2,0,9000.0,1,0
1744,67529860,0,27,1,0,0,1,1,35000.0,2,1
1745,61531773,0,63,1,1,0,2,0,9400.0,1,1
1746,61108065,0,33,1,0,1,2,0,21000.0,1,0
1747,74661322,0,57,0,1,0,0,0,6600.0,2,1
1748,61836857,1,39,1,0,1,0,0,16000.0,1,0
1749,63919280,0,34,1,0,1,0,0,10000.0,1,0
1750,67150909,0,27,1,0,1,1,1,10000.0,2,2
1751,64439907,0,31,1,0,0,1,1,15000.0,1,0
1752,66674156,0,39,1,0,1,0,0,13000.0,3,3
1753,66196925,0,32,1,0,1,1,1,4500.0,1,0
1754,74483745,0,26,1,0,1,0,0,13000.0,2,2
1755,66886885,0,33,1,0,1,2,2,6000.0,2,1
1756,67275087,0,55,1,1,1,0,0,9000.0,1,1
1757,66908624,0,27,1,0,1,0,0,7000.0,1,0
1758,66892141,0,43,1,0,0,2,2,17000.0,1,0
1759,60385243,0,58,1,1,1,0,0,9000.0,1,0
1760,62143843,0,55,1,0,1,2,0,10000.0,1,0
1761,65422280,0,25,1,0,1,0,0,13000.0,1,1
1762,63918210,0,27,1,0,0,1,1,40000.0,1,0
1763,62258591,0,38,1,0,1,1,0,7000.0,1,0
1764,67160849,0,52,1,0,0,0,0,15000.0,1,1
1765,61515252,0,50,1,0,0,0,1,30000.0,1,0
1766,59975969,0,55,1,0,1,1,0,13000.0,1,0
1767,61532609,0,50,1,0,0,1,1,15000.0,1,0
1768,61924794,0,28,1,0,0,0,0,10000.0,2,1
1769,66695967,0,35,1,0,1,2,2,15000.0,6,6
1770,74959562,0,45,1,0,0,0,0,24000.0,2,2
1771,66777692,0,51,1,0,1,3,0,7400.0,2,2
1772,63994160,0,35,1,0,0,2,2,15000.0,1,0
1773,67221252,0,36,1,0,0,1,1,18000.0,2,1
1774,75034835,0,24,1,0,0,0,0,16000.0,1,1
1775,60467663,0,60,0,1,1,0,0,4000.0,1,1
1776,65201155,0,47,1,0,1,2,0,11000.0,1,0
1777,66918623,0,40,1,0,1,1,1,10000.0,2,1
1778,59973194,0,53,1,0,1,2,0,10500.0,1,1
1779,59918705,0,27,1,0,1,0,0,5300.0,1,1
1780,66769398,0,31,1,0,1,1,1,15000.0,3,3
1781,61840842,0,44,1,0,1,2,2,7000.0,1,0
1782,66779783,0,27,1,0,1,1,1,12600.0,1,1
1783,63588808,0,60,0,1,0,3,0,5200.0,1,0
1784,75027430,0,50,1,0,1,2,0,14000.0,1,1
1785,62604196,0,64,1,1,1,0,0,17000.0,1,0
1786,61099632,0,55,1,0,1,3,0,12000.0,1,1
1787,67215800,0,57,1,0,1,0,0,10000.0,2,1
1788,60467816,0,59,1,0,1,1,0,15000.0,1,1
1789,63101884,0,37,1,0,0,1,0,20000.0,1,0
1790,62089075,0,32,1,0,0,0,0,7000.0,2,0
1791,63330742,0,56,0,1,1,0,0,12000.0,1,1
1792,61060652,0,48,1,0,1,1,0,30000.0,1,1
1793,67277076,0,44,1,0,0,1,1,25000.0,1,0
1794,62592705,1,39,1,0,1,0,0,21000.0,1,0
1795,60399995,0,53,1,0,1,2,0,6000.0,1,0
1796,74819783,0,45,1,0,0,2,1,20000.0,1,0
1797,62088246,0,60,0,1,1,0,0,5200.0,1,0
1798,74020072,1,37,1,0,1,2,2,7000.0,1,0
1799,74009424,0,57,0,1,1,0,0,7000.0,1,0
1800,61159336,0,42,1,0,1,0,0,8000.0,1,0
1801,75001058,0,37,1,0,1,1,1,15000.0,2,2
1802,60099301,1,22,1,0,1,0,0,10000.0,1,0
1803,61121145,1,48,1,0,0,1,1,9000.0,1,1
1804,62089261,0,60,1,1,1,2,0,15000.0,1,0
1805,62075882,0,46,1,0,1,1,1,5000.0,1,0
1806,61529947,0,23,1,0,0,0,0,15000.0,1,1
1807,74549265,0,61,1,1,0,2,0,17000.0,2,1
1808,74557672,0,62,0,1,0,2,0,11000.0,2,1
1809,62128507,0,47,1,0,0,2,0,35000.0,1,0
1810,61359761,0,32,1,0,1,0,0,17000.0,1,0
1811,66773474,1,40,1,0,1,2,2,8000.0,2,2
1812,66773474,1,40,1,0,1,2,2,8000.0,2,2
1813,66752866,0,25,1,0,0,0,0,16000.0,1,1
1814,62443546,0,66,0,1,1,0,0,15000.0,1,0
1815,67550176,0,56,1,1,1,2,1,14000.0,1,0
1816,66915624,0,47,1,0,1,1,0,7500.0,2,0
1817,62090718,0,59,1,0,0,0,0,15000.0,1,0
1818,75031534,0,31,1,0,1,1,1,15000.0,2,2
1819,64358212,1,28,1,0,1,2,2,15000.0,1,0
1820,62391287,0,37,1,0,0,2,2,15000.0,1,0
1821,61298457,0,24,1,0,1,0,0,10000.0,1,0
1822,75276688,0,22,1,0,1,1,1,21000.0,1,0
1823,62022008,0,47,1,0,1,2,1,8000.0,1,0
1824,74549963,0,31,1,0,0,2,2,10000.0,2,2
1825,65254653,0,50,1,0,1,2,0,7000.0,2,1
1826,61372040,1,39,1,0,1,0,0,15000.0,1,0
1827,61148181,0,33,1,0,1,0,0,11000.0,1,0
1828,66977277,0,62,0,1,1,1,0,10000.0,1,0
1829,67230468,0,27,1,0,0,0,0,30000.0,2,2
1830,61132135,0,32,1,0,1,1,1,8000.0,1,1
